l_no	p_no	time	play_ox	stoptime
2694	331	20230729235012 	1	
2695	3098	20230729235925 	1	
2696	3323	20230730025707 	1	
2697	3031	20230730025925 	1	
2698	689	20230730025934 	1	
2699	1444	20230730033600 	1	
2700	1800	20230730035225 	1	
2701	988	20230730042156 	1	
2702	937	20230730043026 	1	
2703	251	20230730055641 	1	
2704	2205	20230730062604 	0	3:01
2705	1464	20230730071243 	1	
2706	465	20230730080006 	1	
2707	1997	20230730085004 	1	
2708	451	20230730091852 	1	
2709	6	20230730093132 	1	
2710	899	20230730093250 	1	
2711	500	20230730094556 	1	
2712	1787	20230730101034 	1	
2713	2125	20230730104039 	1	
2714	1219	20230730114034 	1	
2715	690	20230730114125 	1	
2716	2020	20230730123726 	1	
2717	3736	20230730131444 	1	
2718	2842	20230730135145 	1	
2719	2982	20230730145248 	1	
2720	865	20230730154054 	1	
2721	2732	20230730160304 	1	
2722	2327	20230730170534 	1	
2723	2496	20230730182053 	1	
2724	3449	20230730182612 	1	
2725	2567	20230730185033 	1	
2726	455	20230730191410 	1	
2727	1045	20230730215343 	1	
2728	1040	20230730224433 	1	
2729	2644	20230730230517 	1	
2730	380	20230731030043 	1	
2731	1160	20230731031516 	1	
2732	1801	20230731052050 	1	
2733	3379	20230731072742 	1	
2734	1963	20230731073319 	1	
2735	1617	20230731075136 	1	
2736	2089	20230731082334 	0	1:18
2737	3038	20230731082552 	1	
2738	2228	20230731084628 	1	
2739	874	20230731085440 	1	
2740	296	20230731095618 	0	2:36
2741	2677	20230731100322 	1	
2742	3212	20230731103603 	1	
2743	944	20230731110744 	1	
2744	3283	20230731115558 	1	
2745	2336	20230731115716 	1	
2746	732	20230731130741 	1	
2747	2056	20230731131108 	1	
2748	3300	20230731140953 	1	
2749	2269	20230731143833 	1	
2750	873	20230731145458 	1	
2751	2032	20230731145515 	1	
2752	2117	20230731155159 	1	
2753	444	20230731155819 	1	
2754	2929	20230731162004 	1	
2755	2072	20230731172024 	1	
2756	2899	20230731173103 	1	
2757	2389	20230731183350 	1	
2758	2778	20230731191309 	1	
2759	3812	20230731192331 	0	2:10
2760	3160	20230731193100 	1	
2761	2595	20230731201212 	1	
2762	3792	20230731212656 	0	3:01
2763	652	20230801031306 	1	
2764	2844	20230801042624 	1	
2765	3299	20230801050853 	1	
2766	1725	20230801065050 	1	
2767	696	20230801072122 	1	
2768	2566	20230801073528 	1	
2769	1037	20230801084803 	1	
2770	2140	20230801103712 	1	
2771	3593	20230801110652 	1	
2772	858	20230801135905 	1	
2773	2430	20230801140040 	1	
2774	3530	20230801140543 	1	
2775	3210	20230801141154 	1	
2776	1011	20230801142836 	1	
2777	1212	20230801152839 	1	
2778	116	20230801153853 	1	
2779	454	20230801154321 	1	
2780	753	20230801173439 	1	
2781	3613	20230801175323 	1	
2782	1970	20230801181634 	1	
2783	2250	20230801190548 	1	
2784	3457	20230801195521 	1	
2785	1817	20230801211148 	1	
2786	2711	20230801214513 	1	
2787	1728	20230801220724 	1	
2788	3636	20230801234100 	1	
2789	2671	20230802040003 	1	
2790	1918	20230802043528 	1	
2791	307	20230802061809 	1	
2792	2830	20230802070103 	1	
2793	1999	20230802073000 	0	3:36
2794	475	20230802083640 	1	
2795	3440	20230802093442 	1	
2796	198	20230802094657 	1	
2797	1278	20230802100304 	1	
2798	2096	20230802103812 	1	
2799	2649	20230802103956 	1	
2800	405	20230802112526 	1	
2801	335	20230802123333 	1	
2802	2924	20230802125325 	1	
2803	683	20230802152948 	1	
2804	2841	20230802184530 	1	
2805	1321	20230802185041 	1	
2806	352	20230802185535 	1	
2807	1700	20230802185845 	1	
2808	383	20230802185845 	1	
2809	3093	20230802192716 	1	
2810	1411	20230802203046 	1	
2811	1693	20230802205834 	1	
2812	2495	20230802211306 	1	
2813	3066	20230802211332 	1	
2814	2471	20230802211743 	1	
2815	135	20230802222231 	1	
2816	3209	20230802225228 	1	
2817	705	20230802233505 	1	
2818	1767	20230802233632 	1	
2819	3546	20230802235331 	1	
2820	1025	20230803022409 	1	
2821	1346	20230803032948 	1	
2822	1426	20230803040706 	1	
2823	1188	20230803043546 	1	
2824	1904	20230803053322 	1	
2825	3861	20230803053457 	0	0:43
2826	3251	20230803062512 	1	
2827	3151	20230803063500 	1	
2828	2744	20230803073847 	1	
2829	2959	20230803080023 	0	2:36
2830	761	20230803081714 	1	
2831	3130	20230803100706 	1	
2832	3703	20230803112920 	1	
2833	967	20230803115524 	1	
2834	1046	20230803120729 	1	
2835	924	20230803125644 	1	
2836	332	20230803140014 	1	
2837	2817	20230803170953 	1	
2838	2289	20230803184748 	1	
2839	3323	20230803195302 	1	
2840	495	20230803220907 	1	
2841	884	20230803222122 	1	
2842	1613	20230803222257 	1	
2843	3438	20230803234252 	1	
2844	262	20230803235432 	1	
2845	43	20230804043043 	1	
2846	2313	20230804043930 	1	
2847	2481	20230804045923 	1	
2848	816	20230804051303 	1	
2849	2030	20230804062236 	1	
2850	136	20230804063115 	1	
2851	3508	20230804073830 	1	
2852	2070	20230804074751 	1	
2853	3181	20230804082225 	1	
2854	2242	20230804092704 	1	
2855	3816	20230804093040 	0	3:27
2856	1097	20230804104240 	1	
2857	2422	20230804122302 	1	
2858	1574	20230804140124 	1	
2859	3119	20230804141011 	1	
2860	270	20230804154657 	1	
2861	3407	20230804170207 	1	
2862	3393	20230804170643 	1	
2863	1811	20230804175515 	1	
2864	3417	20230804181743 	1	
2865	1133	20230804184203 	1	
2866	3202	20230804191051 	1	
2867	1877	20230804210017 	1	
2868	1081	20230804212346 	1	
2869	3753	20230804213718 	1	
2870	1392	20230804223646 	1	
2871	943	20230804224935 	1	
2872	3173	20230805025222 	1	
2873	3635	20230805030253 	1	
2874	3706	20230805034229 	1	
2875	870	20230805045337 	1	
2876	148	20230805050149 	1	
2877	2071	20230805055607 	1	
2878	2720	20230805085205 	1	
2879	216	20230805091249 	1	
2880	2218	20230805101938 	1	
2881	3316	20230805102305 	1	
2882	304	20230805102707 	1	
2883	3291	20230805113230 	1	
2884	136	20230805124102 	1	
2885	3587	20230805130942 	1	
2886	1187	20230805141312 	1	
2887	2889	20230805143221 	1	
2888	3078	20230805144855 	1	
2889	2601	20230805145458 	1	
2890	193	20230805164013 	1	
2891	3844	20230805190614 	0	1:52
2892	681	20230805193537 	1	
2893	2384	20230805201045 	1	
2894	1327	20230805201548 	1	
2895	2106	20230805212940 	1	
2896	673	20230805215142 	1	
2897	2273	20230805220330 	1	
2898	34	20230805230718 	1	
2899	1573	20230806035225 	1	
2900	2293	20230806042607 	1	
2901	2866	20230806062437 	1	
2902	882	20230806071051 	1	
2903	1425	20230806073411 	1	
2904	823	20230806074031 	1	
2905	2078	20230806095928 	1	
2906	2397	20230806101527 	1	
2907	1649	20230806112509 	1	
2908	3431	20230806113916 	1	
2909	2971	20230806114754 	1	
2910	2068	20230806115808 	1	
2911	1650	20230806145231 	1	
2912	1992	20230806145733 	1	
2913	1378	20230806150812 	1	
2914	753	20230806165127 	1	
2915	2395	20230806180520 	1	
2916	899	20230806180948 	1	
2917	3624	20230806183635 	1	
2918	2769	20230806192331 	1	
2919	3234	20230806192340 	1	
2920	1324	20230806194835 	1	
2921	1924	20230806200901 	1	
2922	1408	20230806215024 	1	
2923	314	20230806223327 	1	
2924	2624	20230807033442 	1	
2925	2650	20230807034128 	1	
2926	1396	20230807045110 	1	
2927	1235	20230807045320 	1	
2928	1988	20230807052300 	1	
2929	770	20230807060227 	1	
2930	2573	20230807080643 	1	
2931	759	20230807083037 	1	
2932	3570	20230807090201 	1	
2933	2109	20230807102759 	1	
2934	1303	20230807104852 	1	
2935	1680	20230807111412 	1	
2936	2073	20230807112710 	1	
2937	2458	20230807114318 	1	
2938	1605	20230807115406 	1	
2939	2801	20230807122555 	1	
2940	1883	20230807124639 	1	
2941	1068	20230807125124 	1	
2942	209	20230807134223 	1	
2943	2002	20230807150721 	1	
2944	2901	20230807153250 	1	
2945	1257	20230807180043 	1	
2946	104	20230807180411 	1	
2947	1020	20230807180620 	1	
2948	1236	20230807191352 	1	
2949	713	20230807203649 	1	
2950	2262	20230807204209 	1	
2951	566	20230807212805 	1	
2952	2162	20230807215216 	1	
2953	1066	20230807233356 	1	
2954	780	20230807234243 	1	
2955	2347	20230808024352 	1	
2956	648	20230808053147 	1	
2957	3677	20230808055742 	1	
2958	3803	20230808061909 	0	1:44
2959	2129	20230808064137 	1	
2960	3008	20230808065107 	1	
2961	3056	20230808071955 	1	
2962	426	20230808090904 	1	
2963	477	20230808091935 	1	
2964	363	20230808094412 	1	
2965	1475	20230808101352 	1	
2966	3276	20230808105503 	1	
2967	1034	20230808105822 	1	
2968	2001	20230808110600 	1	
2969	1960	20230808114947 	1	
2970	2943	20230808120035 	1	
2971	1266	20230808122010 	1	
2972	1534	20230808125500 	1	
2973	375	20230808133838 	1	
2974	642	20230808141958 	1	
2975	2345	20230808142618 	1	
2976	454	20230808150419 	1	
2977	1903	20230808150856 	1	
2978	3560	20230808151918 	1	
2979	909	20230808152136 	1	
2980	1650	20230808155124 	1	
2981	836	20230808155426 	1	
2982	2190	20230808170836 	1	
2983	972	20230808172928 	1	
2984	1195	20230808182940 	1	
2985	1278	20230808192104 	1	
2986	277	20230808193629 	1	
2987	3773	20230808194608 	0	1:26
2988	2098	20230808194909 	1	
2989	3276	20230808201748 	1	
2990	2723	20230808201814 	1	
2991	2531	20230808211057 	1	
2992	577	20230808214622 	1	
2993	3431	20230808215920 	1	
2994	3322	20230808233413 	1	
2995	1854	20230809022443 	1	
2996	1559	20230809025449 	1	
2997	1885	20230809025742 	1	
2998	769	20230809031039 	1	
2999	1600	20230809031533 	1	
3000	2953	20230809032656 	1	
3001	3591	20230809042532 	1	
3002	1195	20230809045245 	1	
3003	792	20230809052142 	1	
3004	1846	20230809061708 	1	
3005	1599	20230809063250 	1	
3006	2620	20230809083003 	0	1:09
3007	3153	20230809092403 	1	
3008	2102	20230809093626 	1	
3009	1539	20230809100103 	0	1:18
3010	222	20230809103956 	1	
3011	3740	20230809104005 	1	
3012	864	20230809105805 	1	
3013	1305	20230809111832 	1	
3014	2878	20230809122412 	1	
3015	2636	20230809131051 	1	
3016	997	20230809141924 	1	
3017	3410	20230809142644 	1	
3018	3058	20230809143212 	1	
3019	2346	20230809150035 	1	
3020	3642	20230809153259 	1	
3021	1283	20230809161108 	1	
3022	3543	20230809164524 	1	
3023	1484	20230809172601 	1	
3024	3155	20230809172845 	1	
3025	3722	20230809202710 	0	1:18
3026	1009	20230809204636 	1	
3027	2693	20230809212957 	1	
3028	3653	20230809222021 	1	
3029	1139	20230809222449 	1	
3030	89	20230809230953 	1	
3031	1355	20230810034631 	1	
3032	550	20230810035937 	1	
3033	1814	20230810040531 	1	
3034	1732	20230810061450 	1	
3035	3339	20230810062948 	1	
3036	1297	20230810065946 	1	
3037	2144	20230810083658 	1	
3038	2130	20230810084427 	1	
3039	2197	20230810091358 	1	
3040	617	20230810102130 	1	
3041	1711	20230810103043 	1	
3042	3277	20230810111958 	1	
3043	3257	20230810112159 	1	
3044	2073	20230810121516 	1	
3045	3216	20230810130129 	1	
3046	25	20230810142234 	1	
3047	2741	20230810145641 	1	
3048	2382	20230810150537 	1	
3049	2605	20230810151642 	1	
3050	1902	20230810160531 	1	
3051	2540	20230810165756 	1	
3052	237	20230810182044 	1	
3053	1256	20230810184120 	1	
3054	1013	20230810193629 	1	
3055	1261	20230810200233 	1	
3056	511	20230810200425 	1	
3057	3726	20230810220924 	1	
3058	2025	20230810222440 	1	
3059	890	20230810230442 	1	
3060	1662	20230810233003 	1	
3061	990	20230811032320 	1	
3062	1081	20230811041100 	1	
3063	1946	20230811064740 	1	
3064	662	20230811070238 	0	2:53
3065	18	20230811072733 	1	
3066	497	20230811081832 	1	
3067	116	20230811091433 	1	
3068	3109	20230811101619 	1	
3069	2038	20230811102012 	1	
3070	1436	20230811103804 	1	
3071	251	20230811112400 	1	
3072	351	20230811115615 	1	
3073	3503	20230811140124 	1	
3074	1222	20230811160933 	1	
3075	1136	20230811164533 	1	
3076	615	20230811165403 	1	
3077	1509	20230811173514 	1	
3078	818	20230811175038 	1	
3079	3118	20230811182555 	1	
3080	2967	20230811184102 	1	
3081	1612	20230811190531 	1	
3082	3632	20230811203606 	1	
3083	2005	20230811211206 	1	
3084	2025	20230811221200 	1	
3085	847	20230811231011 	1	
3086	1981	20230812041335 	1	
3087	2387	20230812051605 	1	
3088	2532	20230812055900 	1	
3089	2463	20230812062127 	1	
3090	2170	20230812062914 	1	
3091	1470	20230812063626 	1	
3092	2330	20230812070020 	1	
3093	3185	20230812070658 	1	
3094	3626	20230812073856 	1	
3095	3452	20230812083724 	1	
3096	420	20230812083741 	1	
3097	1834	20230812084654 	1	
3098	1500	20230812130212 	1	
3099	1517	20230812132423 	1	
3100	2593	20230812135044 	0	1:09
3101	186	20230812141622 	1	
3102	1524	20230812141823 	1	
3103	976	20230812143212 	1	
3104	2731	20230812152145 	1	
3105	1904	20230812160557 	1	
3106	1948	20230812162716 	1	
3107	1367	20230812174720 	1	
3108	2876	20230812183115 	1	
3109	687	20230812183936 	1	
3110	3364	20230812202208 	1	
3111	1870	20230812203924 	1	
3112	2728	20230812205148 	1	
3113	761	20230812205943 	1	
3114	72	20230812221619 	1	
3115	396	20230812225153 	1	
3116	997	20230812233147 	1	
3117	56	20230813034906 	1	
3118	3727	20230813041209 	1	
3119	3032	20230813050810 	1	
3120	2898	20230813051631 	1	
3121	3488	20230813055213 	1	
3122	1359	20230813071912 	1	
3123	1685	20230813074835 	1	
3124	663	20230813110316 	1	
3125	378	20230813111513 	1	
3126	3477	20230813123324 	1	
3127	3357	20230813143457 	1	
3128	2330	20230813144151 	1	
3129	2127	20230813154321 	1	
3130	3224	20230813162004 	0	0:52
3131	2276	20230813193244 	1	
3132	431	20230813221527 	1	
3133	658	20230813224900 	1	
3134	24	20230813225612 	1	
3135	3710	20230813231321 	1	
3136	1972	20230813231504 	1	
3137	945	20230814050700 	1	
3138	2750	20230814054921 	1	
3139	1527	20230814062446 	1	
3140	2508	20230814080124 	0	3:36
3141	2856	20230814082610 	1	
3142	2335	20230814083933 	0	0:43
3143	1667	20230814095435 	1	
3144	3722	20230814095601 	1	
3145	2765	20230814100439 	1	
3146	1335	20230814100531 	1	
3147	2127	20230814111011 	1	
3148	2938	20230814111412 	1	
3149	3792	20230814115357 	0	3:01
3150	2766	20230814120310 	1	
3151	3790	20230814124229 	0	2:10
3152	677	20230814124530 	1	
3153	3624	20230814150026 	1	
3154	3793	20230814151048 	0	3:27
3155	1241	20230814153500 	1	
3156	3868	20230814162414 	0	1:09
3157	3371	20230814171137 	1	
3158	3528	20230814180655 	1	
3159	333	20230814182739 	1	
3160	3860	20230814183132 	0	3:27
3161	1445	20230814191418 	1	
3162	132	20230814191737 	1	
3163	2609	20230814203055 	1	
3164	1308	20230814205130 	1	
3165	1535	20230814221326 	1	
3166	3626	20230814224900 	1	
3167	97	20230814225219 	1	
3168	3882	20230814232828 	0	0:43
3169	650	20230814234645 	1	
3170	3586	20230815023431 	1	
3171	3690	20230815023457 	1	
3172	1840	20230815024300 	1	
3173	503	20230815025231 	1	
3174	3835	20230815033543 	0	1:52
3175	512	20230815034513 	0	2:01
3176	1229	20230815035937 	1	
3177	3688	20230815040037 	1	
3178	1708	20230815041117 	1	
3179	799	20230815044559 	0	2:01
3180	1449	20230815053959 	1	
3181	3831	20230815054929 	0	2:10
3182	957	20230815062211 	1	
3183	1365	20230815064347 	1	
3184	2026	20230815073637 	1	
3185	1076	20230815075101 	1	
3186	571	20230815082627 	1	
3187	398	20230815083523 	0	2:10
3188	665	20230815093224 	1	
3189	3126	20230815103804 	1	
3190	453	20230815104240 	0	0:52
3191	2842	20230815120026 	1	
3192	2570	20230815120537 	1	
3193	1784	20230815121743 	1	
3194	1214	20230815134324 	1	
3195	2341	20230815145004 	1	
3196	3745	20230815153241 	1	
3197	1031	20230815163747 	1	
3198	163	20230815165604 	1	
3199	3662	20230815175842 	1	
3200	114	20230815180218 	1	
3201	2164	20230815181232 	1	
3202	1293	20230815184858 	1	
3203	3683	20230815185234 	1	
3204	2345	20230815191108 	1	
3205	932	20230815191436 	1	
3206	2790	20230815204117 	1	
3207	527	20230815221553 	1	
3208	2168	20230815223319 	1	
3209	3864	20230815223755 	0	2:53
3210	2563	20230816031206 	1	
3211	1255	20230816050609 	1	
3212	3609	20230816054200 	1	
3213	3411	20230816054527 	1	
3214	1997	20230816074048 	1	
3215	434	20230816092813 	1	
3216	3318	20230816103454 	1	
3217	1209	20230816104105 	1	
3218	120	20230816104223 	1	
3219	2977	20230816121214 	1	
3220	487	20230816130129 	1	
3221	1264	20230816131151 	1	
3222	1197	20230816132038 	1	
3223	464	20230816133528 	1	
3224	1856	20230816133838 	1	
3225	2697	20230816134441 	1	
3226	1682	20230816144702 	1	
3227	2070	20230816145139 	1	
3228	1348	20230816160204 	1	
3229	663	20230816162423 	0	1:18
3230	1392	20230816163603 	1	
3231	3158	20230816175742 	1	
3232	3555	20230816180537 	1	
3233	1500	20230816184146 	1	
3234	2179	20230816212612 	1	
3235	2223	20230816213434 	1	
3236	2308	20230816214858 	1	
3237	2289	20230816220614 	1	
3238	1877	20230816230124 	1	
3239	1842	20230816232409 	1	
3240	929	20230816233129 	1	
3241	408	20230817050350 	1	
3242	2635	20230817055139 	1	
3243	3724	20230817084418 	1	
3244	3387	20230817092521 	1	
3245	3468	20230817100046 	1	
3246	1011	20230817102406 	1	
3247	490	20230817103118 	1	
3248	795	20230817120218 	1	
3249	3102	20230817121349 	0	2:36
3250	2838	20230817123259 	1	
3251	2246	20230817130833 	1	
3252	716	20230817135455 	1	
3253	1171	20230817142007 	1	
3254	1999	20230817142819 	1	
3255	1257	20230817152328 	1	
3256	1362	20230817154447 	1	
3257	961	20230817160807 	1	
3258	2615	20230817164341 	1	
3259	1760	20230817175733 	1	
3260	1770	20230818025248 	1	
3261	2089	20230818032127 	1	
3262	1755	20230818032547 	1	
3263	165	20230818051932 	1	
3264	3775	20230818052351 	0	1:52
3265	3689	20230818053037 	1	
3266	2224	20230818055156 	1	
3267	3149	20230818063853 	1	
3268	3147	20230818065727 	1	
3269	3103	20230818080250 	1	
3270	2609	20230818084444 	1	
3271	106	20230818094438 	1	
3272	231	20230818095544 	1	
3273	509	20230818122948 	1	
3274	846	20230818124321 	1	
3275	1835	20230818124321 	1	
3276	3093	20230818150210 	1	
3277	2334	20230818150838 	1	
3278	2474	20230818151358 	1	
3279	1444	20230818182957 	1	
3280	3522	20230818183818 	1	
3281	173	20230818183945 	1	
3282	1249	20230818192056 	1	
3283	3872	20230818213844 	1	
3284	652	20230818232251 	1	
3285	762	20230818233833 	1	
3286	2532	20230819032337 	1	
3287	2911	20230819040749 	1	
3288	1610	20230819042759 	1	
3289	3618	20230819043454 	1	
3290	3008	20230819051924 	0	3:36
3291	490	20230819052124 	1	
3292	3325	20230819060201 	1	
3293	1792	20230819061634 	1	
3294	600	20230819063141 	1	
3295	3358	20230819073144 	1	
3296	1904	20230819074743 	1	
3297	3305	20230819074800 	1	
3298	3276	20230819075403 	1	
3299	2073	20230819091826 	1	
3300	3882	20230819095544 	0	1:18
3301	2558	20230819110735 	1	
3302	564	20230819113046 	1	
3303	2324	20230819113715 	1	
3304	2174	20230819132659 	1	
3305	1918	20230819142653 	1	
3306	2344	20230819144453 	1	
3307	2559	20230819161955 	1	
3308	1349	20230819165630 	1	
3309	376	20230819183752 	1	
3310	3044	20230819184932 	1	
3311	1454	20230819193026 	1	
3312	2465	20230819194800 	1	
3313	1383	20230819202107 	1	
3314	3363	20230819222707 	1	
3315	2145	20230819223637 	1	
3316	3770	20230819223830 	0	1:26
3317	1231	20230819224140 	1	
3318	2253	20230819225429 	1	
3319	1912	20230820042130 	1	
3320	1136	20230820042524 	1	
3321	1895	20230820051111 	1	
3322	133	20230820053732 	1	
3323	3306	20230820054318 	1	
3324	2446	20230820061550 	1	
3325	1667	20230820062027 	1	
3326	1816	20230820064622 	1	
3327	257	20230820070732 	1	
3328	3375	20230820073603 	1	
3329	1968	20230820074048 	1	
3330	3453	20230820075604 	1	
3331	682	20230820083405 	1	
3332	1745	20230820091206 	1	
3333	1946	20230820112535 	1	
3334	1402	20230820122547 	1	
3335	3711	20230820123525 	1	
3336	2336	20230820133712 	1	
3337	2362	20230820145231 	1	
3338	922	20230820183534 	1	
3339	754	20230820185745 	1	
3340	3017	20230820190457 	1	
3341	3523	20230820191728 	1	
3342	3592	20230820205148 	1	
3343	3425	20230820210017 	1	
3344	3794	20230820220238 	0	2:44
3345	1636	20230820230149 	1	
3346	1867	20230820234903 	1	
3347	2274	20230821033324 	1	
3348	1325	20230821040055 	1	
3349	2154	20230821044140 	1	
3350	608	20230821060253 	1	
3351	2986	20230821085943 	1	
3352	209	20230821113658 	1	
3353	3568	20230821144938 	1	
3354	386	20230821150956 	1	
3355	2887	20230821151214 	1	
3356	3876	20230821162816 	1	
3357	1562	20230821165604 	1	
3358	3146	20230821183635 	1	
3359	2157	20230821212254 	1	
3360	962	20230821213744 	1	
3361	3557	20230821213844 	1	
3362	1740	20230821215946 	1	
3363	45	20230821220330 	1	
3364	355	20230821230408 	1	
3365	1473	20230821232811 	1	
3366	2346	20230822024252 	1	
3367	1690	20230822031214 	1	
3368	3527	20230822031642 	1	
3369	990	20230822041619 	1	
3370	3813	20230822045320 	0	1:09
3371	463	20230822051504 	1	
3372	101	20230822070304 	1	
3373	1487	20230822070313 	1	
3374	2650	20230822070732 	1	
3375	272	20230822072248 	1	
3376	2489	20230822073411 	1	
3377	1659	20230822075354 	1	
3378	3019	20230822080718 	1	
3379	309	20230822091013 	1	
3380	559	20230822092756 	1	
3381	1073	20230822094522 	1	
3382	1256	20230822120445 	1	
3383	1916	20230822121809 	1	
3384	742	20230822124312 	1	
3385	1167	20230822130330 	1	
3386	1824	20230822135211 	1	
3387	2188	20230822142500 	1	
3388	3123	20230822144527 	1	
3389	2236	20230822145808 	1	
3390	2621	20230822170735 	1	
3391	3634	20230822175248 	1	
3392	409	20230822195219 	1	
3393	1177	20230822201237 	1	
3394	3135	20230822202050 	1	
3395	3054	20230822213609 	1	
3396	3592	20230822221217 	1	
3397	2267	20230822224315 	1	
3398	640	20230822230032 	1	
3399	19	20230822230149 	0	3:36
3400	1038	20230822231404 	1	
3401	519	20230822232854 	1	
3402	138	20230823024151 	1	
3403	2444	20230823031935 	1	
3404	695	20230823032940 	1	
3405	3727	20230823035116 	1	
3406	930	20230823060838 	1	
3407	1488	20230823063141 	1	
3408	1473	20230823072004 	1	
3409	3119	20230823074559 	1	
3410	2304	20230823082033 	1	
3411	261	20230823082300 	1	
3412	1866	20230823090411 	1	
3413	96	20230823090913 	1	
3414	2461	20230823110700 	1	
3415	958	20230823115222 	1	
3416	1143	20230823125300 	1	
3417	2809	20230823130807 	1	
3418	66	20230823132047 	1	
3419	3700	20230823140416 	1	
3420	838	20230823145213 	1	
3421	3046	20230823180253 	1	
3422	2913	20230823202636 	1	
3423	3453	20230823224542 	1	
3424	1119	20230823233003 	1	
3425	2524	20230824024803 	1	
3426	1818	20230824043310 	1	
3427	870	20230824044734 	1	
3428	914	20230824044944 	1	
3429	502	20230824052409 	1	
3430	1977	20230824061743 	1	
3431	1668	20230824082150 	1	
3432	1981	20230824085440 	1	
3433	1815	20230824085842 	1	
3434	3815	20230824090411 	0	3:01
3435	214	20230824093425 	1	
3436	1790	20230824100741 	1	
3437	1096	20230824131352 	1	
3438	3495	20230824134206 	1	
3439	2387	20230824134214 	1	
3440	3543	20230824160103 	1	
3441	2964	20230824161501 	1	
3442	1159	20230824163913 	1	
3443	2564	20230824165036 	1	
3444	304	20230824174602 	1	
3445	828	20230824175524 	1	
3446	2347	20230824183416 	1	
3447	1327	20230824183726 	1	
3448	2192	20230824200609 	1	
3449	3793	20230824200945 	0	3:27
3450	3437	20230824202015 	1	
3451	167	20230824221654 	1	
3452	2763	20230824223301 	1	
3453	2144	20230824230936 	1	
3454	3178	20230825023741 	1	
3455	1935	20230825030939 	1	
3456	1140	20230825034438 	1	
3457	1222	20230825053405 	1	
3458	3094	20230825070212 	1	
3459	750	20230825070313 	1	
3460	3799	20230825070724 	0	1:35
3461	2908	20230825084553 	1	
3462	859	20230825101309 	1	
3463	2653	20230825101820 	1	
3464	1655	20230825104013 	1	
3465	2173	20230825112719 	1	
3466	3383	20230825113129 	1	
3467	150	20230825113247 	1	
3468	3431	20230825121157 	1	
3469	171	20230825151057 	1	
3470	2499	20230825153106 	1	
3471	516	20230825170058 	1	
3472	3246	20230825184932 	1	
3473	2118	20230825200927 	1	
3474	1655	20230825210755 	1	
3475	3241	20230825221226 	0	3:27
3476	2792	20230825224542 	1	
3477	2516	20230826031206 	1	
3478	1206	20230826031315 	1	
3479	1136	20230826072056 	1	
3480	1117	20230826081522 	1	
3481	347	20230826082216 	1	
3482	2696	20230826094530 	1	
3483	1608	20230826102314 	1	
3484	2965	20230826103838 	1	
3485	243	20230826124102 	1	
3486	721	20230826133856 	1	
3487	21	20230826141456 	0	2:10
3488	3418	20230826145122 	1	
3489	2012	20230826161619 	1	
3490	1022	20230826162851 	1	
3491	1755	20230826181651 	1	
3492	2381	20230826182254 	1	
3493	2489	20230826182403 	1	
3494	3055	20230826194249 	1	
3495	2812	20230826200115 	1	
3496	1397	20230826202854 	1	
3497	3707	20230826205432 	1	
3498	3207	20230826205659 	1	
3499	1659	20230826210135 	1	
3500	1705	20230826214639 	1	
3501	392	20230826220942 	1	
3502	2604	20230826223454 	1	
3503	3239	20230826230425 	1	
3504	121	20230827023003 	1	
3505	2600	20230827024527 	1	
3506	3276	20230827025659 	0	2:44
3507	249	20230827040916 	1	
3508	1422	20230827043301 	1	
3509	551	20230827043520 	1	
3510	2938	20230827053950 	1	
3511	1737	20230827064237 	1	
3512	3394	20230827065426 	1	
3513	3346	20230827085104 	1	
3514	2676	20230827092848 	1	
3515	1062	20230827094412 	1	
3516	653	20230827104433 	1	
3517	3218	20230827105547 	1	
3518	278	20230827110350 	0	2:44
3519	272	20230827112059 	1	
3520	251	20230827112719 	1	
3521	2699	20230827121809 	1	
3522	3200	20230827130304 	1	
3523	3144	20230827133528 	1	
3524	1724	20230827140040 	1	
3525	1985	20230827140617 	1	
3526	2232	20230827140718 	1	
3527	3670	20230827152320 	1	
3528	3331	20230827152538 	1	
3529	3760	20230827155325 	1	
3530	72	20230827160112 	1	
3531	747	20230827160322 	1	
3532	169	20230827185351 	1	
3533	2734	20230827190632 	1	
3534	3524	20230827194332 	1	
3535	250	20230827205414 	1	
3536	3399	20230827213359 	1	
3537	3711	20230827214102 	1	
3538	1598	20230827215745 	1	
3539	2841	20230827230726 	1	
3540	3295	20230827233304 	1	
3541	2743	20230827234812 	1	
3542	1296	20230828041318 	1	
3543	2038	20230828044944 	1	
3544	260	20230828045704 	1	
3545	1407	20230828050700 	1	
3546	2465	20230828053330 	1	
3547	1707	20230828080744 	1	
3548	468	20230828081237 	1	
3549	654	20230828090445 	1	
3550	3009	20230828100012 	1	
3551	769	20230828100959 	1	
3552	495	20230828105704 	1	
3553	2249	20230828113029 	1	
3554	3635	20230828123307 	1	
3555	844	20230828133253 	1	
3556	1642	20230828141622 	1	
3557	1584	20230828153810 	1	
3558	2048	20230828155050 	1	
3559	745	20230828160942 	1	
3560	762	20230828161100 	1	
3561	149	20230828163035 	1	
3562	2143	20230828173623 	1	
3563	1032	20230828174636 	1	
3564	2954	20230828175449 	1	
3565	167	20230828175842 	1	
3566	1496	20230828184154 	1	
3567	290	20230828205524 	1	
3568	1199	20230829023715 	1	
3569	3342	20230829024100 	1	
3570	2643	20230829043052 	1	
3571	2110	20230829052610 	1	
